country,country_code,indicator_name,indicator_code,year,value
Mexico,MEX,Rural population,SP.RUR.TOTL,2021,24232724.0
Mexico,MEX,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,69.0
Mexico,MEX,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,71.0
Panama,PAN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,1300.0
Panama,PAN,"Compulsory education, duration (years)",SE.COM.DURS,2021,11.0
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,2.325
Panama,PAN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,42.0
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,73.0556
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,76.223
Panama,PAN,Net migration,SM.POP.NETM,2021,5473.0
Panama,PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,4.02738278380452
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,94.6061069769306
Panama,PAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,85.7768116113072
Panama,PAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,26.0430615788402
Panama,PAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,65.4480767615447
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,8.50886165961516
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2021,58.579199245079536
Panama,PAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,1.0
Panama,PAN,Rural population,SP.RUR.TOTL,2021,1356853.0
Panama,PAN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,80.0
Panama,PAN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,76.0
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,2021,12.0
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,17.3625679
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.664
United States,USA,Gini index,SI.POV.GINI,2021,39.7
United States,USA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,2.6
United States,USA,Income share held by highest 10%,SI.DST.10TH.10,2021,29.7
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,96.7792
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,76.32926829268293
United States,USA,Net migration,SM.POP.NETM,2021,674787.0
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2021,13.15
United States,USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.0
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,99.8949384148984
United States,USA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,99.6486678114382
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2021,97.3193002947094
United States,USA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2021,97.0661458186488
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,18.1461171256033
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,65.380112850592
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,16.4737700238047
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2021,36.29974101987227
United States,USA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2021,0.2
United States,USA,Rural population,SP.RUR.TOTL,2021,56870028.0
United States,USA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,87.0
United States,USA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,76.0
Uruguay,URY,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,1000.0
Uruguay,URY,"Compulsory education, duration (years)",SE.COM.DURS,2021,14.0
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.493
Uruguay,URY,Gini index,SI.POV.GINI,2021,40.8
Uruguay,URY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2021,32.0
Uruguay,URY,Income share held by highest 10%,SI.DST.10TH.10,2021,30.8
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2021,87.6444
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,75.436
Uruguay,URY,Net migration,SM.POP.NETM,2021,-1482.0
Uruguay,URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2021,0.151728369890553
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2021,99.504241877115
Uruguay,URY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2021,98.3258818644979
Uruguay,URY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2021,19.4316121158379
Uruguay,URY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2021,65.0844077970509
Uruguay,URY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2021,15.4839800871112
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2021,19.407467717975088
Uruguay,URY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2021,0.1
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2021,0.6
Uruguay,URY,Rural population,SP.RUR.TOTL,2021,149353.0
Uruguay,URY,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2021,87.0
Uruguay,URY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2021,72.0
Brazil,BRA,"Compulsory education, duration (years)",SE.COM.DURS,2022,14.0
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.626
Brazil,BRA,Gini index,SI.POV.GINI,2022,52.0
Brazil,BRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,49.0
Brazil,BRA,Income share held by highest 10%,SI.DST.10TH.10,2022,41.0
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,80.5278
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,73.425
Brazil,BRA,Net migration,SM.POP.NETM,2022,-253639.0
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0926761640594509
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.5937713070223
Brazil,BRA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,90.8834993687823
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,87.2587154718951
Brazil,BRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,49.5867372379443
Brazil,BRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,20.2024769910192
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,69.5457382256878
Brazil,BRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,10.251784783293
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2022,25.16186795148203
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2022,3.5
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.6
Brazil,BRA,Rural population,SP.RUR.TOTL,2022,26172633.0
Brazil,BRA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,87.0
Brazil,BRA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,66.0
Chile,CHL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,4500.0
Chile,CHL,"Compulsory education, duration (years)",SE.COM.DURS,2022,12.0
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2022,9.00162983
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.539
Chile,CHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,17.0
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,90.6769
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,79.519
Chile,CHL,Net migration,SM.POP.NETM,2022,59374.0
Chile,CHL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2022,4.968
Chile,CHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0
Chile,CHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.9999982963226
Chile,CHL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,99.9999982963226
Chile,CHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,98.7713643041914
Chile,CHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,95.3228228384528
Chile,CHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2022,3.17
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,17.7575564797826
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,68.9423635045125
Chile,CHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,13.300080015705
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2022,26.29750434413045
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.6
Chile,CHL,Rural population,SP.RUR.TOTL,2022,2363571.0
Chile,CHL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,87.0
Chile,CHL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,71.0
Colombia,COL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,7600.0
Colombia,COL,"Compulsory education, duration (years)",SE.COM.DURS,2022,12.0
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.692
Colombia,COL,Gini index,SI.POV.GINI,2022,54.8
Colombia,COL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,47.0
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,2022,43.5
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,72.7964
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,73.659
Colombia,COL,Net migration,SM.POP.NETM,2022,183180.0
Colombia,COL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,2.40045300797647
Colombia,COL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,97.5377603878354
Colombia,COL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,94.7309784385239
Colombia,COL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,73.8560448264451
Colombia,COL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,18.4429900960156
Colombia,COL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2022,70.1535998009368
Colombia,COL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,20.9532806420881
Colombia,COL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,70.0401630768335
Colombia,COL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,9.00655628107831
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2022,46.6317656602073
Colombia,COL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2022,6.0
Colombia,COL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.5
Colombia,COL,Rural population,SP.RUR.TOTL,2022,9286961.0
Colombia,COL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,68.0
Colombia,COL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,74.0
Dominican Republic,DOM,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,3400.0
Dominican Republic,DOM,"Compulsory education, duration (years)",SE.COM.DURS,2022,15.0
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,2.247
Dominican Republic,DOM,Gini index,SI.POV.GINI,2022,37.0
Dominican Republic,DOM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,42.0
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,2022,28.3
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,84.3832
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,74.17
Dominican Republic,DOM,Net migration,SM.POP.NETM,2022,-35153.0
Dominican Republic,DOM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2022,2.078
Dominican Republic,DOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,1.83017538770409
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,96.7545243422804
Dominican Republic,DOM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,88.6817918806029
Dominican Republic,DOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,44.9411768110773
Dominican Republic,DOM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,43.130185712713
Dominican Republic,DOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2022,48.3248542782971
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2022,2.235
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,27.1919594566107
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,65.5209074278185
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,7.28713311557077
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2022,233.01235195968633
Dominican Republic,DOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2022,0.8
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,1.0
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,2022,1813988.0
Dominican Republic,DOM,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,86.0
Dominican Republic,DOM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,80.0
Germany,DEU,"Compulsory education, duration (years)",SE.COM.DURS,2022,13.0
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2022,12.65471077
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.455
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,5.1
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,91.6298
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,80.70560975609757
Germany,DEU,Net migration,SM.POP.NETM,2022,981552.0
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.9999985568823
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,99.2262037402876
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,99.9164119020981
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,96.8898488990896
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,13.9125311211787
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,63.6285624993021
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,22.4589063795192
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2022,239.86141802152508
Germany,DEU,Rural population,SP.RUR.TOTL,2022,18730526.0
Germany,DEU,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,91.0
Germany,DEU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,62.0
Italy,ITA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,1800.0
Italy,ITA,"Compulsory education, duration (years)",SE.COM.DURS,2022,12.0
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2022,9.0
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.24
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,4.4
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,85.0607
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,82.9
Italy,ITA,Net migration,SM.POP.NETM,2022,231228.0
Italy,ITA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2022,7.71
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.9170340740928
Italy,ITA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,99.8850365009352
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,92.7105575597704
Italy,ITA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,79.0312466274538
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2022,4.248
Italy,ITA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,12.3897806298347
Italy,ITA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,63.6810296805062
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,23.929189689659
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2022,199.55926890301637
Italy,ITA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.2
Italy,ITA,Rural population,SP.RUR.TOTL,2022,16726244.0
Italy,ITA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,87.0
Mexico,MEX,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,19000.0
Mexico,MEX,"Compulsory education, duration (years)",SE.COM.DURS,2022,14.0
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.803
Mexico,MEX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,28.0
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,78.6322
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,74.832
Mexico,MEX,Net migration,SM.POP.NETM,2022,-108438.0
Mexico,MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.7064294458755
Mexico,MEX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,92.5184477680319
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,43.0378794213272
Mexico,MEX,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,62.5008134803041
Mexico,MEX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2022,93.9408213324716
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,25.3113209855908
Mexico,MEX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,66.943409174418
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,7.74526983999124
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2022,66.16071246688443
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.4
Mexico,MEX,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,2022,7.1
Mexico,MEX,Rural population,SP.RUR.TOTL,2022,24050653.0
Mexico,MEX,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,72.0
Mexico,MEX,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,70.0
Panama,PAN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,1300.0
Panama,PAN,"Compulsory education, duration (years)",SE.COM.DURS,2022,11.0
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,2.297
Panama,PAN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,47.0
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,73.6085
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,76.826
Panama,PAN,Net migration,SM.POP.NETM,2022,7967.0
Panama,PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,3.98534152666526
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,94.6515652983232
Panama,PAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,85.8798756121606
Panama,PAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,25.6700356960016
Panama,PAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,65.5636634745759
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,8.76630082942247
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2022,59.32559989215422
Panama,PAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,1.0
Panama,PAN,Rural population,SP.RUR.TOTL,2022,1358035.0
Panama,PAN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,80.0
Panama,PAN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,74.0
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,2022,12.0
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2022,16.57115173
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.665
United States,USA,Gini index,SI.POV.GINI,2022,41.3
United States,USA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,2.6
United States,USA,Income share held by highest 10%,SI.DST.10TH.10,2022,30.2
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,97.1299
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,77.43414634146343
United States,USA,Net migration,SM.POP.NETM,2022,1319009.0
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2022,11.88
United States,USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.0
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.9641128436489
United States,USA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,99.631610907923
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2022,97.468388745246
United States,USA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2022,97.0433043325004
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,17.8818251956671
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,65.1985544146872
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,16.9196203896458
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2022,36.43337804539422
United States,USA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2022,1.2
United States,USA,Rural population,SP.RUR.TOTL,2022,56376192.0
United States,USA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,87.0
United States,USA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,72.0
Uruguay,URY,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,1000.0
Uruguay,URY,"Compulsory education, duration (years)",SE.COM.DURS,2022,14.0
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.483
Uruguay,URY,Gini index,SI.POV.GINI,2022,40.6
Uruguay,URY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2022,38.0
Uruguay,URY,Income share held by highest 10%,SI.DST.10TH.10,2022,30.5
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,89.873
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,78.0
Uruguay,URY,Net migration,SM.POP.NETM,2022,-1501.0
Uruguay,URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2022,0.151863267260118
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2022,99.5079806151954
Uruguay,URY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2022,98.3248312886721
Uruguay,URY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2022,19.0668560355279
Uruguay,URY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2022,65.3197383713472
Uruguay,URY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2022,15.6134055931249
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2022,19.374431493543597
Uruguay,URY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2022,0.2
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2022,0.6
Uruguay,URY,Rural population,SP.RUR.TOTL,2022,146216.0
Uruguay,URY,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2022,87.0
Uruguay,URY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2022,73.0
Brazil,BRA,"Compulsory education, duration (years)",SE.COM.DURS,2023,14.0
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.626
Brazil,BRA,Gini index,SI.POV.GINI,2023,52.0
Brazil,BRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,49.0
Brazil,BRA,Income share held by highest 10%,SI.DST.10TH.10,2023,41.0
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,84.1506
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,73.425
Brazil,BRA,Net migration,SM.POP.NETM,2023,-240059.0
Brazil,BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0926761640594509
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.5937713070223
Brazil,BRA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,90.8834993687823
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,87.2587154718951
Brazil,BRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,49.5867372379443
Brazil,BRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,19.9359520540445
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,69.4304164782911
Brazil,BRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,10.6336314676644
